,0,1
286,an,0.0068
287,anaconda,0.0
288,anahita,0.0
289,analog,0.0
290,analyse,0.0
291,analysis,0.0
292,anc,0.00025
293,anchors,0.0
294,and,0.00215
295,andazashe,0.0
296,andaze,5e-05
297,andis,0.0
298,andiya,0.0
299,andoneze,0.0
300,andorid,0.0
301,andrea,0.0
302,andreas,0.0
303,androbench,0.0
304,android,0.0001
305,andze,5e-05
306,angiz,5e-05
307,angle,0.0
308,angry,0.0
309,anh,0.0
310,anhalt,0.0
311,ani,0.00035
312,anika,0.0
313,animal,0.0
314,anker,0.0
315,annex,0.0
316,anniversary,0.0
317,another,0.0
318,anr,0.0
319,ansi,0.0
320,answer,0.0
321,answering,0.0
322,antenna,0.0
323,anti,5e-05
324,antifreeze,0.0
325,antiglare,0.0
326,antutu,0.00015
327,anyone,5e-05
328,anypen,0.0
329,anywhere,0.0
330,ao,0.00015
331,aorus,5e-05
332,ap,0.0012
333,apacer,0.0
334,apache,0.0
335,apaisac,0.0
336,aparat,5e-05
337,apcer,0.0
338,apedra,0.0
339,aperture,0.0
340,apex,0.0001
341,aphine,0.0
342,api,0.0
343,apk,5e-05
344,apkmirror,0.0
345,aplee,0.0
346,apm,0.0
347,apn,0.0
348,apocalypse,0.0
349,apoint,0.0
350,apologies,0.0
351,apothecary,0.0
352,app,0.0004
353,apple,0.00015
354,applejack,0.0
355,applenic,0.0
356,applex,0.0
357,application,0.0
358,applications,0.0
359,apply,0.0
360,approximate,0.0
361,apps,5e-05
362,apsc,0.0
363,apu,0.0
364,aqa,0.0
365,aqua,0.0
366,aquapure,0.0
367,aquarly,0.0
368,aquawoman,0.0
369,aqva,5e-05
370,aqvapourhomme,0.0
371,ar,0.0078
372,arabi,0.0
373,arabica,0.0
374,aramis,0.0
375,arash,5e-05
376,arashi,0.0
377,arc,0.0005
378,arch,0.0001
379,archer,5e-05
380,arden,5e-05
381,ardeshir,0.0
382,arduino,0.0
383,are,0.00155
384,aref,0.0
385,areon,0.0
386,argan,0.0
387,aria,0.0001
388,arial,0.0
389,arian,5e-05
390,arimas,0.0
391,ark,0.00045
392,arkham,0.0
393,arko,0.0
394,arm,5e-05
395,arma,0.0
396,arman,0.0
397,armor,5e-05
398,armour,0.0
399,armoury,0.0
400,arms,0.0
401,army,0.0
402,arods,0.0
403,around,0.0
404,arp,5e-05
405,arpege,0.0
406,arrival,0.0
407,arrive,5e-05
408,arrow,0.0
409,arsham,0.0
410,arshia,0.0
411,arshidabeauty,5e-05
412,art,0.0012
413,artdeco,5e-05
414,artrage,0.0
415,arya,5e-05
416,aryanghiabaklooo,5e-05
417,arz,0.00035
418,arzenfone,0.0
419,arzeshe,0.0001
420,arzeshesh,0.0001
421,arzeshesho,0.0
422,arzon,0.0
423,as,0.00375
424,asahi,0.0
425,asal,5e-05
426,asassainss,0.0
427,asata,0.0
428,ascend,0.0
429,ascent,0.0
430,asfalt,0.0
431,ash,0.00085
432,asheghe,5e-05
433,ashes,0.0
434,ashkan,0.0
435,ashqal,5e-05
436,ashraf,0.0
437,ashtebas,5e-05
438,ashtray,0.0
439,asix,0.0
440,asl,0.0001
441,aslan,0.0001
442,asli,5e-05
443,asm,0.0
444,asphalt,0.0
445,asphalte,0.0
446,aspire,5e-05
447,asr,0.0
448,asraarehasti,0.0
449,asrin,0.0
450,asrock,0.0
451,assasins,0.0
452,assassin,0.0
453,assassinamp,0.0
454,assassins,0.0
455,asseto,0.0
456,assinsain,0.0
457,assist,5e-05
458,assistan,5e-05
459,assistance,5e-05
460,assistant,0.0
461,assoluto,0.0
462,assume,5e-05
463,astell,5e-05
464,astiak,0.0
465,astringent,0.0
466,astrum,0.0
467,asun,0.0
468,asus,0.0004
469,asuse,0.0
470,asusg,0.0
471,asuspro,0.0
472,asuszenphone,0.0
473,asuz,0.0
474,asx,0.0
475,at,0.0046
476,ata,0.0004
477,atd,0.0
478,atelaateton,5e-05
479,atena,0.0
480,atf,5e-05
481,atg,0.0
482,atheros,0.0
483,athlon,0.0
484,athm,0.0
485,athmsr,0.0
486,ati,0.00045
487,atis,0.0
488,atiyeh,0.0
489,atm,0.00015
490,atmos,0.0
491,atom,0.0
492,atp,0.0
493,atre,5e-05
494,atreus,0.0
495,atri,5e-05
496,atrin,0.0
497,atrre,5e-05
498,ats,5e-05
499,att,0.00015
500,attach,0.0
501,attack,0.0
502,atx,0.0
503,au,0.0011
504,aubreb,0.0
505,audf,0.0
506,audi,5e-05
507,audio,5e-05
508,audiotechnica,0.0
509,auditor,0.0
510,aukey,0.0
511,auo,0.0
512,aura,0.0
513,aurora,0.0
514,aus,0.0001
515,austria,0.0
516,aut,0.0001
517,auto,0.0
518,autoaging,0.0
519,autocad,0.0
520,autodesk,0.0
521,autohotkey,0.0
522,autoid,0.0
523,autolearning,0.0
524,automatic,0.0
525,autonegotiation,0.0
526,aux,0.0007
527,auxiliray,0.0
528,av,0.0013
529,available,0.0001
530,avalon,0.0
531,avaz,0.0
532,avchd,0.0
533,avcomparatives,0.0
534,avdf,0.0
535,avene,0.0
536,avenger,5e-05
537,avengers,5e-05
538,avenjer,0.0
539,average,0.0
540,avet,0.0
541,avi,0.0002
542,avision,0.0
543,avizoonesh,5e-05
544,avnger,0.0
545,avr,5e-05
546,avtest,0.0
547,avtv,0.0
548,avva,0.0
549,avz,0.0
550,aw,0.00115
551,awaii,0.0
552,awake,0.0
553,awali,0.0
554,award,0.0
555,awc,0.0
556,awd,0.0
557,awei,0.0006
558,awli,0.0004
559,awlibod,0.0
560,awlie,0.0
561,awlii,0.00015
562,awliii,0.0001
563,awliiiii,5e-05
564,awliiiiiiiiiiiii,5e-05
565,awliye,5e-05
566,awmin,5e-05
567,awmjn,5e-05
568,ax,0.00225
569,axact,0.0
570,axe,5e-05
571,axial,0.0
572,axis,5e-05
573,axisc,5e-05
574,axon,0.0
575,ayda,5e-05
576,aydadlv,0.0
577,aydin,5e-05
578,aydingg,5e-05
579,aylar,5e-05
580,ayvanbts,0.0
581,az,0.00165
582,azash,0.0001
583,azatoon,0.0
584,azina,0.0
585,azizi,0.0
586,azur,0.0
587,azw,0.0
588,azzaro,0.0
589,b,0.0136
590,ba,0.0033
591,baba,0.0
592,babbel,0.0
593,babuliss,0.0
594,baby,0.0
595,babyliss,0.0
596,babylone,0.0
597,back,5e-05
598,backbeat,0.0
599,backforward,0.0
600,backgrond,0.0
601,background,0.0
602,backgrounddata,0.0
603,backlight,0.0
604,backpack,0.0
605,backspace,0.0
606,backup,0.0
607,backward,0.0
608,bacter,0.0
609,bad,0.0003
610,badan,0.0
611,badansazi,0.0
612,badaz,0.0
613,bade,5e-05
614,badish,0.0
615,bag,0.00015
616,baghie,5e-05
617,bahash,5e-05
618,baiking,0.0
619,bak,0.0001
620,bala,5e-05
621,balaei,5e-05
622,balance,0.0
623,balanced,0.0
624,balck,0.0
625,baldessarini,0.0
626,balke,0.0
627,ball,5e-05
628,bama,0.0
629,bamboo,0.0
630,bampo,0.0
631,ban,0.0014
632,bana,0.0
633,banafshe,0.0
634,banana,0.0
635,band,0.00125
636,bandage,0.0001
637,bandchina,0.0
638,bandeg,0.0
639,bandesh,0.0
640,bands,0.0
641,banfsheh,0.0
642,bang,0.0
643,bank,0.00015
644,baonqtlmt,0.0
645,baqie,0.0
646,bar,0.0004
647,bara,0.0002
648,barabar,5e-05
649,baraghtar,0.0
650,baram,5e-05
651,baraye,0.0001
652,barcelona,0.0
653,barcode,0.0
654,bardari,5e-05
655,bardwell,0.0
656,barghelame,0.0
657,barkhordare,5e-05
658,baro,0.0
659,barracuda,0.0
660,barricade,0.0
661,basan,5e-05
662,base,0.0
663,basemark,0.0
664,baseus,0.0
665,bashar,0.0
666,bashe,5e-05
667,bashee,0.0
668,bashid,0.0
669,basic,0.0
670,bass,0.0
671,baste,5e-05
672,batch,0.0
673,batlefild,0.0
674,batmaaan,0.0
675,batman,0.0
676,batoning,0.0
677,battelfield,0.0
678,battelfild,0.0
679,battellefild,0.0
680,batteries,0.0
681,battery,5e-05
682,battle,0.0
683,battlefeild,0.0
684,battlefield,0.0
685,battlefiled,0.0
686,battlefront,0.0
687,battlfield,0.0
688,battry,0.0
689,baune,0.0
690,bayad,0.0
691,baz,0.0001
692,bazar,5e-05
693,bazi,5e-05
694,bazicenter,0.0
695,bazie,0.0
696,bazim,0.0
697,bazooka,0.0
698,bb,0.0003
699,bba,5e-05
700,bbc,5e-05
701,bbe,5e-05
702,bbhhvvvnjvbg,5e-05
703,bbu,0.0
704,bc,0.0001
705,bcm,0.0
706,bco,0.0
707,bdh,0.0
708,bdune,0.0
709,bdzq,0.0
710,be,0.00205
711,bealpha,0.0
712,beargrylls,0.0
713,bearing,0.0
714,beast,0.0
715,beasty,0.0
716,beat,0.0001
717,beats,5e-05
718,beauty,5e-05
719,bebakhshid,5e-05
720,bedan,5e-05
721,bedim,5e-05
722,bedin,5e-05
723,beem,0.0
724,bege,0.0
725,begirid,5e-05
726,begirin,5e-05
727,behaivor,0.0
728,behesh,0.0
729,behetoon,0.0
730,behi,0.0
731,behind,0.0
732,behnaz,0.0
733,behrad,0.0
734,behrooz,0.0
735,behrouz,0.0
736,behtare,5e-05
737,behtari,5e-05
738,behtarin,5e-05
739,behzad,0.0
740,beidou,0.0
741,beigi,0.0
742,bekharam,5e-05
743,belcando,0.0
744,beli,5e-05
745,belk,0.0
746,belker,0.0
747,belkin,0.0
748,bell,0.0
749,bello,0.0
750,below,0.0
751,bem,0.0
752,ben,0.00015
753,benazare,5e-05
754,benchmark,0.0
755,bendazim,5e-05
756,benq,0.0
757,benro,0.0
758,benten,5e-05
759,benzoate,0.0
760,benzoic,0.0
761,ber,0.00025
762,berenji,0.0
763,berese,0.0
764,beretta,0.0
765,berger,0.0
766,berry,0.0001
767,besharati,0.0
768,besiar,0.0001
769,besiyar,0.0
770,best,0.00015
771,bestrest,0.0
772,besyar,0.0
773,beta,0.0
774,betaine,0.0
775,better,0.0
776,beurer,0.0
777,beware,0.0
778,beyond,0.0
779,beyu,0.0
780,bezane,0.0
781,bezarin,5e-05
782,bf,5e-05
783,bfb,0.0
784,bg,0.00025
785,bgiram,0.0
786,bgirin,0.0
787,bgl,0.0
788,bgn,0.0
789,bh,5e-05
790,bi,0.0014
791,bic,0.0
792,biderma,0.0
793,big,0.0
794,biin,0.0
795,bikit,0.0
796,bin,0.0001
797,binazir,5e-05
798,binazire,5e-05
799,bind,0.0
800,bingo,0.0
801,bio,0.0001
802,biobizz,0.0
803,bioderma,0.0
804,biohazard,0.0
805,bionic,0.0
806,bionsen,0.0
807,bios,5e-05
808,bioshock,0.0
809,biostar,5e-05
810,birds,0.0
811,bishtare,5e-05
812,bishtari,5e-05
813,bisimmojaz,0.0
814,bit,0.0003
815,bita,0.0
816,bitcoin,0.0
817,bitlocker,0.0
818,bitrange,0.0
819,bitswap,0.0
820,biuld,0.0
821,biw,5e-05
822,bixby,0.0
823,bjnvhnot,5e-05
824,bk,5e-05
825,bkharid,5e-05
826,bkm,0.0
827,bkr,0.0
828,bl,0.0012
829,black,0.00025
830,blackberry,0.0
831,blackcrush,0.0
832,blackcrystaltabcommentspage,0.0
833,blackplayer,0.0
834,blade,0.0
835,blanc,0.0
836,blast,0.0
837,blaster,0.0
838,blauer,0.0
839,blazer,0.0
840,bldc,0.0
841,bleed,0.0
842,blend,0.0
843,blender,0.0
844,bleu,0.0
845,blitz,0.0
846,blk,0.0
847,blnl,0.0
848,blockchain,0.0
849,blogfa,0.0
850,blood,0.0
851,bloodborne,0.0
852,bloody,0.0
853,blr,0.0
854,blsw,0.0
855,blu,0.0002
856,blue,0.00015
857,blueberry,0.0
858,bluedio,0.0
859,bluelight,0.0
860,blueray,0.0
861,bluesoleil,0.0
862,bluetooth,5e-05
863,blur,0.0
864,bluray,0.0
865,blurey,0.0
866,blutooth,0.0
867,blv,0.0
868,bm,5e-05
869,bmc,0.0
870,bmd,0.0
871,bmg,0.0
872,bmi,0.0
873,bmv,0.0
874,bmw,5e-05
875,bmx,0.0
876,bnc,5e-05
877,bnr,0.0
878,bo,0.0035
879,board,0.0002
880,boardgame,0.0
881,boards,0.0001
882,bocsh,0.0
883,bod,0.0004
884,bodam,5e-05
885,bodanesh,5e-05
886,bode,0.0
887,bodeux,0.0
888,body,0.0
889,boe,0.0
890,bogart,0.0
891,bohemia,0.0
892,bohnanza,0.0
893,boho,0.0
894,boili,0.0
895,bokone,0.0
896,bold,0.0
897,bolt,0.0
898,bomb,0.0
899,boncafe,0.0
900,bonus,0.0
901,bood,0.00015
902,boodan,0.0
903,book,0.00015
904,boom,0.0
905,boombox,0.0
906,boomsound,0.0
907,booood,5e-05
908,boost,0.0
909,booster,0.0
910,boot,0.0
911,bootloader,0.0
912,boox,0.0
913,boppy,0.0
914,borbone,0.0
915,boring,0.0
916,born,0.0
917,borough,0.0
918,boru,5e-05
919,boruhealthmachine,5e-05
920,bosch,5e-05
921,bose,0.0
922,bosh,0.0
923,boss,0.0
924,bossman,0.0
925,bost,0.0
926,boster,0.0
927,boter,0.0
928,bought,5e-05
929,bourjois,0.0
930,bow,0.0
931,box,0.00185
932,boye,0.0
933,boyue,0.0
934,bozorge,0.0
935,bozorgtara,5e-05
936,bp,5e-05
937,bpa,0.0
938,bpm,0.0
939,bpod,0.0
940,br,0.0003
941,brake,0.0
942,braking,0.0
943,brandi,0.0
944,braun,0.0
945,brc,0.0
946,break,5e-05
947,breaker,0.0
948,breaking,0.0
949,breastlight,0.0
950,breclet,0.0
951,bref,5e-05
952,breffo,5e-05
953,brick,0.0
954,bridge,0.0
955,brigade,0.0
956,bright,0.0
957,brightness,0.0
958,brilliant,0.0
959,brisk,0.0
960,brk,0.0
961,broadcast,0.0
962,broadcom,0.0
963,brody,0.0
964,broken,5e-05
965,brother,0.0
966,brown,0.0
967,browser,5e-05
968,brushless,0.0
969,brust,0.0
970,brwel,0.0
971,brz,0.0
972,bs,0.0001
973,bsalam,5e-05
974,bsb,0.0
975,bsbsjsnshuvhuva,0.0
976,bsiyar,0.0
977,bsnl,0.0
978,bsod,0.0
979,bst,0.0
980,bt,0.0003
981,btc,5e-05
982,btcheat,5e-05
983,btnotification,0.0
984,bts,5e-05
985,btsupportonoff,0.0
986,bttlefiel,0.0
987,btu,0.0
988,btunn,0.0
989,bubs,0.0
990,bucket,0.0
991,bud,0.0001
992,budapest,0.0
993,buds,0.0
994,buff,0.0
995,buffer,0.0
996,bugs,0.0
997,build,0.0
998,bulk,0.0
999,burberry,0.0
1000,burg,0.0
1001,burn,5e-05
1002,burner,0.0
1003,burnin,0.0
1004,burst,0.0
1005,bus,0.0
1006,business,0.0
1007,busuu,0.0
1008,but,0.0001
1009,butter,0.0
1010,button,0.0
1011,buvdbbcbcdfvvv,5e-05
1012,buy,0.0002
1013,buys,0.0
1014,bv,0.0001
1015,bvb,0.0
1016,bvdf,0.0
1017,bvk,0.0
1018,bvlgari,0.0
1019,bw,0.0
1020,bx,0.0
1021,bxcooper,0.0
1022,by,0.0001
1023,byd,5e-05
1024,byds,0.0
1025,bye,0.0
1026,byerley,0.0
1027,byron,0.0
1028,bys,0.0
1029,bz,5e-05
1030,bzanid,0.0
1031,bzarid,0.0
1032,c,0.0172
1033,ca,0.0013
1034,cab,5e-05
1035,cabbrix,0.0
1036,cabinet,0.0
1037,cable,5e-05
1038,cableampampquot,0.0
1039,cache,0.0
1040,caching,0.0
1041,cad,0.00015
1042,caddy,5e-05
1043,cadet,0.0
1044,cady,0.0
1045,cafe,0.0
1046,cal,0.0003
1047,calibre,0.0
1048,call,0.0002
1049,caller,5e-05
1050,calling,0.0
1051,calories,0.0
1052,calvin,0.0
1053,cam,0.0001
1054,camelion,0.0
1055,camera,0.0
1056,cameramx,0.0
1057,camp,0.0
1058,camping,0.0
1059,camtasia,0.0
1060,can,0.0003
1061,canada,0.0
1062,cancel,0.0
1063,canceling,0.0
1064,cancelling,0.0
1065,canco,0.0
1066,cancroglobalimagesv,0.0
1067,candy,0.0
1068,cannon,0.0
1069,canon,0.0001
1070,canoon,0.0
1071,canooooon,0.0
1072,canqueror,0.0
1073,cant,0.0
1074,cantu,0.0
1075,capo,0.0
1076,cappuccino,0.0
1077,caprice,0.0
1078,caps,0.0
1079,capslock,0.0
1080,captain,0.0
1081,capture,0.0
1082,car,0.00015
1083,carbon,0.0
1084,carcadeh,5e-05
1085,card,0.0
1086,cardboard,0.0
1087,cards,0.0
1088,care,5e-05
1089,carl,0.0
1090,carolina,0.0
1091,carpa,0.0
1092,carpet,0.0
1093,carrizo,0.0
1094,carstar,0.0
1095,cart,5e-05
1096,cartridge,0.0
1097,cas,5e-05
1098,casche,0.0
1099,case,0.0
1100,cash,0.0
1101,casio,0.0
1102,caspian,0.0
1103,cast,5e-05
1104,castle,0.0
1105,cat,0.0002
1106,catalyst,0.0
1107,catan,0.0
1108,cate,0.0
1109,caterpillar,0.0
1110,catnip,0.0
1111,cause,0.0
1112,caviar,0.0
1113,cavity,0.0
1114,cb,0.0001
1115,cbc,5e-05
1116,cbd,0.0
1117,cbv,0.0
1118,cc,0.0003
1119,ccalltm,0.0
1120,ccbo,0.0
1121,ccfss,5e-05
1122,ccsc,0.0
1123,ccsd,0.0
1124,cct,0.0
1125,cd,0.00045
1126,cdcss,0.0
1127,cdi,0.0
1128,ce,0.0015
1129,cea,0.0
1130,cechya,0.0
1131,cechzc,0.0
1132,cedec,0.0
1133,celebrat,5e-05
1134,celebration,0.0
1135,celera,0.0
1136,cell,0.0001
1137,cellphone,5e-05
1138,cellprint,0.0
1139,cement,0.0
1140,center,0.0
1141,ceramic,0.0
1142,cerberus,0.0
1143,cermany,0.0
1144,certificate,0.0
1145,certification,0.0
1146,cf,0.0002
1147,cfa,0.0
1148,cfl,0.0
1149,cfp,0.0
1150,cg,0.0
1151,ch,0.00285
1152,chador,0.0001
1153,chadorhamakhsosan,0.0
1154,chager,0.0
1155,chages,0.0
1156,chair,0.0
1157,chamedanmag,5e-05
1158,champ,0.0
1159,champion,0.0
1160,chance,0.0
1161,chand,5e-05
1162,chandrooz,0.0
1163,chanel,0.0
1164,chaneleternitysilver,0.0
1165,change,0.0
1166,changer,0.0
1167,channel,0.0
1168,charg,0.0003
1169,charge,0.0003
1170,charged,0.0
1171,charger,0.0
1172,charging,0.0
1173,charj,5e-05
1174,charje,0.0
1175,chart,0.00015
1176,charterhouse,0.0
1177,charts,0.0
1178,chasbesh,0.0
1179,chassis,0.0
1180,chastity,0.0
1181,chateau,0.0
1182,chatro,0.0
1183,che,0.00055
1184,cheapset,0.0
1185,cheat,5e-05
1186,check,0.0
1187,chef,0.0
1188,chemex,5e-05
1189,chemistry,0.0
1190,chemystry,5e-05
1191,chera,0.0001
1192,cherish,0.0
1193,chest,0.0
1194,chestunt,0.0
1195,chic,5e-05
1196,chicco,5e-05
1197,chicken,0.0
1198,chiest,0.0
1199,chika,0.0
1200,chiken,0.0
1201,chim,0.0
1202,chin,0.00015
1203,china,5e-05
1204,chine,5e-05
1205,chinese,0.0
1206,chinj,5e-05
1207,chioco,5e-05
1208,chip,0.0
1209,chizi,0.0001
1210,chloride,0.0
1211,chndeeee,5e-05
1212,choice,0.0
1213,choil,5e-05
1214,chon,0.00015
1215,chong,0.0
1216,choobe,0.0
1217,chose,0.0
1218,chr,0.0001
1219,chra,0.0001
1220,christ,0.0
1221,chroma,0.0
1222,chrome,0.0
1223,chromecast,0.0
1224,cht,0.0
1225,ci,0.00055
1226,cif,5e-05
1227,cih,5e-05
1228,cihcco,5e-05
1229,cille,0.0
1230,cinema,0.0
1231,cinere,0.0
1232,cintiq,0.0
1233,circl,5e-05
1234,circle,5e-05
1235,cisa,0.0
1236,cisco,0.0
1237,cistophane,0.0
1238,citi,0.0
1239,citizen,0.0
1240,citric,0.0
1241,city,0.0
1242,cityinkexpress,0.0
1243,civer,0.0
1244,civil,5e-05
1245,ck,0.00095
1246,ckr,0.0
1247,cl,0.00045
1248,clair,5e-05
1249,clans,0.0
1250,clarion,0.0
1251,claro,0.0
1252,claros,0.0
1253,clash,0.0
1254,class,0.0
1255,classic,0.0
1256,clean,5e-05
1257,cleanclear,0.0
1258,cleaner,0.0
1259,cleanic,0.0
1260,cleanliness,0.0
1261,cleanser,0.0
1262,cleanup,0.0
1263,clear,0.0001
1264,clearaudio,0.0
1265,cleareasy,0.0
1266,cleartext,0.0
1267,click,5e-05
1268,clinical,0.0
1269,clinique,0.0
1270,clip,0.0
1271,clipper,0.0
1272,clock,0.0
1273,clockspeed,0.0
1274,clone,5e-05
1275,close,0.0
1276,cloud,0.0
1277,clp,0.0
1278,club,5e-05
1279,clube,0.0
1280,clubreferer,0.0
1281,cm,0.0005
1282,cmd,0.0
1283,cmos,0.0
1284,cmp,0.0
1285,cms,5e-05
1286,cmyk,0.0
1287,cn,0.0001
1288,cnc,5e-05
1289,cncap,0.0
1290,cnet,0.0
1291,cng,0.0
1292,co,0.00395
1293,coat,5e-05
1294,coaxial,0.0
1295,cob,0.0
1296,cobbler,0.0
1297,cocamidopropyl,0.0
1298,cocktail,0.0
1299,cocoate,0.0
1300,cococ,0.0
1301,cod,0.00015
1302,code,0.0001
1303,codec,0.0
1304,codesho,0.0
1305,coffecoffee,0.0
1306,coffee,0.0
1307,col,0.00015
1308,cold,0.0
1309,colin,0.0
1310,coll,0.0
1311,collapsing,0.0
1312,collection,0.0
1313,collistar,0.0
1314,cologne,0.0
1315,color,0.0001
1316,colour,5e-05
1317,coloured,0.0
1318,colours,0.0
1319,columbia,0.0
1320,com,0.00205
1321,comabt,0.0
1322,comanahidzarvan,0.0
1323,combact,0.0
1324,combat,0.0
1325,combo,0.0
1326,combokm,0.0
1327,come,0.0
1328,comenroeuproductg,0.0
1329,comfort,0.0
1330,comfunkytechmonkeyrazerleviathan,0.0
1331,comgbenproductssmallstorageorganisersstorageboxesbasketsfj,0.0
